Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
42,11,6308.0,medium,high,high,Loyal
113,6,2280.51,bad,medium,high,Loyal
164,4,1078.85,bad,medium,high,Loyal
10,2,382.14,good,low,medium,At Risk
9,9,6025.5,good,high,high,VIP
205,12,4894.88,bad,high,high,Loyal
399,1,314.59,bad,low,medium,Lost
602,1,325.24,bad,low,medium,Lost
85,11,2250.11,medium,high,high,Loyal
178,5,2047.51,bad,medium,high,Loyal
385,3,1711.6599999999999,bad,medium,high,Loyal
59,5,127.89999999999999,medium,medium,medium,Loyal
148,1,305.02,bad,low,medium,Lost
2,35,13089.94,good,high,high,VIP
50,3,413.55,medium,medium,medium,Loyal
74,1,349.7,medium,low,medium,At Risk
394,1,194.95,bad,low,medium,Lost
300,3,419.92,bad,medium,medium,Loyal
18,2,396.92,good,low,medium,At Risk
432,1,240.68,bad,low,medium,Lost
150,2,486.82000000000005,bad,low,medium,Lost
538,2,243.9,bad,low,medium,Lost
404,2,556.1899999999999,bad,low,high,Lost
151,1,232.6,bad,low,medium,Lost
493,3,281.26,bad,medium,medium,Loyal
0,12,11435.67,,high,high,VIP
17,4,827.83,good,medium,high,Loyal
186,1,59.5,bad,low,low,Lost
457,1,258.6,bad,low,medium,Lost
285,4,596.98,bad,medium,high,Loyal
2,7,3119.44,good,high,high,VIP
182,3,409.04,bad,medium,medium,Loyal
437,1,11880.84,bad,low,high,Lost
634,1,375.5,bad,low,medium,Lost
62,2,1259.5,medium,low,high,At Risk
58,1,172.25,medium,low,medium,At Risk
395,1,212.78,bad,low,medium,Lost
24,5,3114.4,good,medium,high,VIP
373,9,2011.82,bad,high,high,Loyal
3,143,196482.81,good,high,high,VIP
30,16,2770.73,good,high,high,VIP
421,3,2020.4,bad,medium,high,Loyal
38,1,151.29999999999998,medium,low,medium,At Risk
596,2,465.53000000000003,bad,low,medium,Lost
154,2,764.15,bad,low,high,Lost
25,13,2613.46,good,high,high,VIP
446,1,161.0,bad,low,medium,Lost
445,1,135.18,bad,low,medium,Lost
317,2,425.56,bad,low,medium,Lost
4,9,2308.06,good,high,high,VIP
7,7,2035.33,good,high,high,VIP
302,2,631.17,bad,low,high,Lost
266,5,3365.86,bad,medium,high,Loyal
270,1,296.88,bad,low,medium,Lost
3,18,7591.75,good,high,high,VIP
31,3,509.52,medium,medium,high,Loyal
218,9,1792.26,bad,high,high,Loyal
246,2,766.42,bad,low,high,Lost
407,3,743.26,bad,medium,high,Loyal
464,1,161.35,bad,low,medium,Lost
280,17,8483.29,bad,high,high,Loyal
268,1,138.28,bad,low,medium,Lost
31,8,1763.3,medium,high,high,Loyal
245,2,306.55,bad,low,medium,Lost
14,11,2815.25,good,high,high,VIP
116,4,799.9,bad,medium,high,Loyal
35,2,741.54,medium,low,high,At Risk
131,10,5635.41,bad,high,high,Loyal
216,6,1209.2,bad,medium,high,Loyal
636,1,213.01,bad,low,medium,Lost
49,8,1980.56,medium,high,high,Loyal
38,2,1079.6599999999999,medium,low,high,At Risk
28,8,1080.05,good,high,high,VIP
36,16,2855.17,medium,high,high,Loyal
435,3,724.73,bad,medium,high,Loyal
135,2,752.6,bad,low,high,Lost
218,2,610.59,bad,low,high,Lost
27,1,491.86,good,low,medium,At Risk
410,2,487.03000000000003,bad,low,medium,Lost
508,4,6701.640000000001,bad,medium,high,Loyal
24,13,9813.22,good,high,high,VIP
4,7,2766.21,good,high,high,VIP
199,1,339.59999999999997,bad,low,medium,Lost
395,1,440.93,bad,low,medium,Lost
17,2,292.2,good,low,medium,At Risk
240,5,1597.77,bad,medium,high,Loyal
71,3,668.4300000000001,medium,medium,high,Loyal
16,12,3131.02,good,high,high,VIP
2,7,1341.6,good,high,high,VIP
94,2,1156.36,bad,low,high,Lost
161,2,777.36,bad,low,high,Lost
413,1,176.69,bad,low,medium,Lost
373,2,249.39999999999998,bad,low,medium,Lost
95,9,2268.35,bad,high,high,Loyal
53,11,3602.1800000000003,medium,high,high,Loyal
287,1,296.25,bad,low,medium,Lost
123,7,1590.73,bad,high,high,Loyal
287,4,2094.57,bad,medium,high,Loyal
151,3,447.05,bad,medium,medium,Loyal
3,9,2161.35,good,high,high,VIP
1,23,9207.5,good,high,high,VIP
674,1,195.55,bad,low,medium,Lost
11,15,9416.98,good,high,high,VIP
32,2,659.4100000000001,medium,low,high,At Risk
53,5,1363.6399999999999,medium,medium,high,Loyal
49,6,1952.17,medium,medium,high,Loyal
218,5,2472.48,bad,medium,high,Loyal
62,3,5217.4400000000005,medium,medium,high,Loyal
70,6,2953.26,medium,medium,high,Loyal
652,1,352.821,bad,low,medium,Lost
494,1,190.35,bad,low,medium,Lost
1,73,35540.53,good,high,high,VIP
726,2,875.97,bad,low,high,Lost
1,20,5800.42,good,high,high,VIP
421,4,785.37,bad,medium,high,Loyal
63,9,5728.82,medium,high,high,Loyal
33,8,3114.22,medium,high,high,Loyal
396,2,301.54,bad,low,medium,Lost
81,1,345.0,medium,low,medium,At Risk
590,1,1049.66,bad,low,high,Lost
427,2,623.98,bad,low,high,Lost
0,61,56478.42,,high,high,VIP
102,4,1124.49,bad,medium,high,Loyal
515,1,161.13,bad,low,medium,Lost
6,3,735.82,good,medium,high,Loyal
250,3,778.83,bad,medium,high,Loyal
12,13,1793.72,good,high,high,VIP
487,4,1542.09,bad,medium,high,Loyal
9,14,2910.23,good,high,high,VIP
428,4,542.49,bad,medium,high,Loyal
366,6,3358.94,bad,medium,high,Loyal
75,6,1222.5,medium,medium,high,Loyal
504,1,3.75,bad,low,low,Lost
387,1,239.45999999999998,bad,low,medium,Lost
3,1,348.8,good,low,medium,At Risk
127,2,1516.0,bad,low,high,Lost
65,3,383.95,medium,medium,medium,Loyal
646,1,96.0,bad,low,low,Lost
546,1,126.03,bad,low,medium,Lost
387,4,836.3,bad,medium,high,Loyal
498,1,289.7,bad,low,medium,Lost
436,3,1179.45,bad,medium,high,Loyal
0,110,75836.87,,high,high,VIP
116,9,2803.57,bad,high,high,Loyal
309,3,1679.56,bad,medium,high,Loyal
66,1,324.8,medium,low,medium,At Risk
138,19,26259.11,bad,high,high,Loyal
254,3,1338.91,bad,medium,high,Loyal
30,9,3208.52,good,high,high,VIP
51,2,924.6,medium,low,high,At Risk
63,1,256.38,medium,low,medium,At Risk
366,3,534.8,bad,medium,high,Loyal
5,5,1747.66,good,medium,high,VIP
304,3,679.7,bad,medium,high,Loyal
28,3,1499.01,good,medium,high,Loyal
183,3,814.5,bad,medium,high,Loyal
41,3,539.0,medium,medium,high,Loyal
39,8,2765.47,medium,high,high,Loyal
91,3,2257.32,bad,medium,high,Loyal
21,8,7475.74,good,high,high,VIP
23,2,571.6700000000001,good,low,high,At Risk
28,2,382.98,good,low,medium,At Risk
429,1,61.28,bad,low,low,Lost
301,6,2642.35,bad,medium,high,Loyal
417,3,660.65,bad,medium,high,Loyal
144,6,1410.73,bad,medium,high,Loyal
5,2,632.0,good,low,high,At Risk
18,7,3403.4500000000003,good,high,high,VIP
32,12,3314.76,medium,high,high,Loyal
621,2,255.59,bad,low,medium,Lost
175,1,189.5,bad,low,medium,Lost
57,3,412.05,medium,medium,medium,Loyal
21,1,209.49,good,low,medium,At Risk
420,1,102.0,bad,low,medium,Lost
581,1,156.85000000000002,bad,low,medium,Lost
15,18,7023.58,good,high,high,VIP
18,2,613.6899999999999,good,low,high,At Risk
158,2,701.36,bad,low,high,Lost
576,2,324.19,bad,low,medium,Lost
24,7,1095.27,good,high,high,VIP
398,2,620.37,bad,low,high,Lost
211,2,271.24,bad,low,medium,Lost
5,10,1966.09,good,high,high,VIP
485,1,139.95000000000002,bad,low,medium,Lost
415,1,651.4,bad,low,high,Lost
252,1,85.0,bad,low,low,Lost
58,18,5629.91,medium,high,high,Loyal
380,1,319.75,bad,low,medium,Lost
10,1,361.62,good,low,medium,At Risk
64,1,312.98,medium,low,medium,At Risk
24,4,1307.79,good,medium,high,Loyal
719,1,310.72,bad,low,medium,Lost
91,8,3335.0,bad,high,high,Loyal
51,5,3469.3,medium,medium,high,Loyal
128,1,1595.48,bad,low,high,Lost
95,8,4606.46,bad,high,high,Loyal
610,1,187.35000000000002,bad,low,medium,Lost
56,1,1090.14,medium,low,high,At Risk
8,39,12253.96,good,high,high,VIP
500,4,1310.3400000000001,bad,medium,high,Loyal
168,11,1142.03,bad,high,high,Loyal
392,6,1001.01,bad,medium,high,Loyal
56,1,216.17,medium,low,medium,At Risk
325,2,515.86,bad,low,high,Lost
0,5,1245.9,,medium,high,VIP
428,2,273.26,bad,low,medium,Lost
17,9,2556.09,good,high,high,VIP
247,4,1239.55,bad,medium,high,Loyal
386,1,662.4000000000001,bad,low,high,Lost
57,4,501.56,medium,medium,high,Loyal
73,1,145.67000000000002,medium,low,medium,At Risk
30,3,1015.29,good,medium,high,Loyal
6,2,3192.54,good,low,high,At Risk
122,10,8111.57,bad,high,high,Loyal
1,15,5712.08,good,high,high,VIP
22,17,7885.85,good,high,high,VIP
526,3,919.57,bad,medium,high,Loyal
119,8,1038.92,bad,high,high,Loyal
357,7,2049.15,bad,high,high,Loyal
53,14,4814.37,medium,high,high,Loyal
63,1,122.7,medium,low,medium,At Risk
85,3,449.68,medium,medium,medium,Loyal
54,4,2473.06,medium,medium,high,Loyal
645,1,395.5,bad,low,medium,Lost
20,17,4391.66,good,high,high,VIP
3,43,45179.1,good,high,high,VIP
2,5,1191.13,good,medium,high,VIP
10,15,6560.02,good,high,high,VIP
6,10,1888.48,good,high,high,VIP
188,2,506.8,bad,low,high,Lost
70,1,243.56,medium,low,medium,At Risk
203,1,349.55,bad,low,medium,Lost
119,7,2169.05,bad,high,high,Loyal
92,6,1991.23,bad,medium,high,Loyal
0,14,2927.38,,high,high,VIP
377,3,863.5600000000001,bad,medium,high,Loyal
26,6,1267.6499999999999,good,medium,high,VIP
297,1,821.1,bad,low,high,Lost
23,3,564.62,good,medium,high,Loyal
27,6,4008.52,good,medium,high,VIP
625,1,388.55,bad,low,medium,Lost
49,3,1160.72,medium,medium,high,Loyal
325,2,686.4,bad,low,high,Lost
15,2,388.52,good,low,medium,At Risk
182,6,1610.59,bad,medium,high,Loyal
71,15,5676.34,medium,high,high,Loyal
631,5,34095.26,bad,medium,high,Loyal
399,1,165.45000000000002,bad,low,medium,Lost
36,2,332.64,medium,low,medium,At Risk
732,1,312.65,bad,low,medium,Lost
408,1,42.0,bad,low,low,Lost
691,1,136.8,bad,low,medium,Lost
79,4,2369.55,medium,medium,high,Loyal
422,2,286.6,bad,low,medium,Lost
56,20,4234.99,medium,high,high,Loyal
423,1,124.95,bad,low,medium,Lost
506,1,42.22,bad,low,low,Lost
11,2,626.45,good,low,high,At Risk
393,1,70.80000000000001,bad,low,low,Lost
463,4,1275.81,bad,medium,high,Loyal
49,2,272.04,medium,low,medium,At Risk
49,2,1212.8400000000001,medium,low,high,At Risk
58,4,1360.68,medium,medium,high,Loyal
431,4,1774.68,bad,medium,high,Loyal
401,4,730.7,bad,medium,high,Loyal
351,3,865.2,bad,medium,high,Loyal
53,1,351.13,medium,low,medium,At Risk
1,6,1838.8500000000001,good,medium,high,VIP
92,4,678.25,bad,medium,high,Loyal
22,1,223.85000000000002,good,low,medium,At Risk
74,2,708.26,medium,low,high,At Risk
10,4,464.57,good,medium,medium,Loyal
168,11,3494.1,bad,high,high,Loyal
57,2,337.34,medium,low,medium,At Risk
95,11,5257.38,bad,high,high,Loyal
294,1,307.4,bad,low,medium,Lost
108,2,608.7900000000001,bad,low,high,Lost
263,1,922.1,bad,low,high,Lost
596,3,6116.92,bad,medium,high,Loyal
179,3,939.66,bad,medium,high,Loyal
168,2,880.13,bad,low,high,Lost
34,1,71.66,medium,low,low,At Risk
22,7,1560.96,good,high,high,VIP
16,4,839.14,good,medium,high,Loyal
21,15,11122.300000000001,good,high,high,VIP
534,1,320.0,bad,low,medium,Lost
577,1,246.54,bad,low,medium,Lost
652,1,200.43,bad,low,medium,Lost
394,2,854.15,bad,low,high,Lost
78,6,1876.23,medium,medium,high,Loyal
64,1,90.6,medium,low,low,At Risk
360,4,548.76,bad,medium,high,Loyal
2,6,2427.32,good,medium,high,VIP
10,4,745.06,good,medium,high,Loyal
175,3,674.45,bad,medium,high,Loyal
217,14,12823.521,bad,high,high,Loyal
6,12,6640.68,good,high,high,VIP
1,2,439.92,good,low,medium,At Risk
153,3,545.17,bad,medium,high,Loyal
4,5,1026.42,good,medium,high,VIP
417,3,458.25,bad,medium,medium,Loyal
379,8,4709.2300000000005,bad,high,high,Loyal
78,6,1076.18,medium,medium,high,Loyal
20,2,230.22,good,low,medium,At Risk
391,1,538.4,bad,low,high,Lost
21,3,362.8,good,medium,medium,Loyal
307,17,3011.87,bad,high,high,Loyal
386,2,438.9,bad,low,medium,Lost
476,3,996.61,bad,medium,high,Loyal
434,1,390.86,bad,low,medium,Lost
145,2,166.3,bad,low,medium,Lost
422,1,123.66,bad,low,medium,Lost
6,35,13365.87,good,high,high,VIP
385,2,846.55,bad,low,high,Lost
18,14,4667.57,good,high,high,VIP
70,2,190.25,medium,low,medium,At Risk
286,1,264.7,bad,low,medium,Lost
48,2,677.72,medium,low,high,At Risk
30,12,5358.84,good,high,high,VIP
206,4,1192.36,bad,medium,high,Loyal
410,1,519.8100000000001,bad,low,high,Lost
14,2,196.79000000000002,good,low,medium,At Risk
72,7,3416.23,medium,high,high,Loyal
59,5,799.92,medium,medium,high,Loyal
415,1,331.14,bad,low,medium,Lost
38,9,4445.59,medium,high,high,Loyal
29,21,7108.45,good,high,high,VIP
26,12,2048.6,good,high,high,VIP
3,22,10020.86,good,high,high,VIP
16,1,320.46,good,low,medium,At Risk
379,2,682.54,bad,low,high,Lost
19,8,4757.8,good,high,high,VIP
65,5,2026.06,medium,medium,high,Loyal
212,1,311.3,bad,low,medium,Lost
11,6,855.97,good,medium,high,VIP
29,3,219.5,good,medium,medium,Loyal
42,19,6775.71,medium,high,high,Loyal
3,6,2313.14,good,medium,high,VIP
14,14,3902.01,good,high,high,VIP
385,2,895.76,bad,low,high,Lost
518,3,382.31,bad,medium,medium,Loyal
446,3,566.7,bad,medium,high,Loyal
9,29,9502.26,good,high,high,VIP
210,5,2046.3400000000001,bad,medium,high,Loyal
45,9,4530.09,medium,high,high,Loyal
133,2,529.73,bad,low,high,Lost
732,1,209.41,bad,low,medium,Lost
42,11,6258.45,medium,high,high,Loyal
9,5,2874.72,good,medium,high,VIP
115,7,2196.67,bad,high,high,Loyal
512,1,79.48,bad,low,low,Lost
431,1,509.04,bad,low,high,Lost
197,3,1099.91,bad,medium,high,Loyal
564,2,445.15,bad,low,medium,Lost
479,2,457.82,bad,low,medium,Lost
277,1,328.8,bad,low,medium,Lost
109,5,1084.57,bad,medium,high,Loyal
76,3,1948.21,medium,medium,high,Loyal
52,1,917.34,medium,low,high,At Risk
161,11,11403.41,bad,high,high,Loyal
570,1,229.75,bad,low,medium,Lost
644,1,367.15000000000003,bad,low,medium,Lost
46,3,1421.61,medium,medium,high,Loyal
16,4,1249.01,good,medium,high,Loyal
154,7,1716.58,bad,high,high,Loyal
224,2,792.15,bad,low,high,Lost
6,2,584.07,good,low,high,At Risk
121,3,645.74,bad,medium,high,Loyal
464,8,4057.9,bad,high,high,Loyal
470,2,713.11,bad,low,high,Lost
60,1,104.82,medium,low,medium,At Risk
549,3,10396.5,bad,medium,high,Loyal
62,2,467.66,medium,low,medium,At Risk
17,20,8262.29,good,high,high,VIP
6,44,40999.17,good,high,high,VIP
1,16,4850.2699999999995,good,high,high,VIP
554,1,109.44,bad,low,medium,Lost
21,3,651.8199999999999,good,medium,high,Loyal
28,9,2856.72,good,high,high,VIP
284,1,626.65,bad,low,high,Lost
175,6,836.95,bad,medium,high,Loyal
77,5,3069.88,medium,medium,high,Loyal
32,2,267.28000000000003,medium,low,medium,At Risk
40,35,12645.57,medium,high,high,Loyal
265,1,141.41,bad,low,medium,Lost
724,1,431.98,bad,low,medium,Lost
490,2,304.25,bad,low,medium,Lost
26,10,3123.1,good,high,high,VIP
108,16,11313.029999999999,bad,high,high,Loyal
283,1,154.99,bad,low,medium,Lost
8,14,4255.03,good,high,high,VIP
304,3,748.69,bad,medium,high,Loyal
16,13,13239.03,good,high,high,VIP
31,2,746.36,medium,low,high,At Risk
0,37,22434.0,,high,high,VIP
19,2,480.81,good,low,medium,At Risk
123,4,572.3,bad,medium,high,Loyal
64,1,92.46,medium,low,low,At Risk
105,3,1520.96,bad,medium,high,Loyal
0,23,8214.65,,high,high,VIP
23,22,8408.84,good,high,high,VIP
462,2,469.19,bad,low,medium,Lost
266,1,183.6,bad,low,medium,Lost
4,30,9519.08,good,high,high,VIP
506,3,917.4300000000001,bad,medium,high,Loyal
9,24,25604.2,good,high,high,VIP
437,9,22710.2,bad,high,high,Loyal
28,15,3332.42,good,high,high,VIP
388,3,891.02,bad,medium,high,Loyal
266,1,152.55,bad,low,medium,Lost
63,2,374.7,medium,low,medium,At Risk
319,4,1528.3700000000001,bad,medium,high,Loyal
514,2,230.06,bad,low,medium,Lost
684,1,326.55,bad,low,medium,Lost
3,8,1438.82,good,high,high,VIP
666,1,390.85,bad,low,medium,Lost
31,1,151.04,medium,low,medium,At Risk
622,1,219.39999999999998,bad,low,medium,Lost
4,6,1734.87,good,medium,high,VIP
128,1,122.47,bad,low,medium,Lost
40,6,615.0799999999999,medium,medium,high,Loyal
101,9,1692.6299999999999,bad,high,high,Loyal
124,2,618.73,bad,low,high,Lost
32,5,1115.68,medium,medium,high,Loyal
301,10,5370.1,bad,high,high,Loyal
364,2,413.36,bad,low,medium,Lost
3,11,1407.26,good,high,high,VIP
511,1,150.5,bad,low,medium,Lost
1,33,10104.97,good,high,high,VIP
462,1,39.95,bad,low,low,Lost
2,3,846.22,good,medium,high,Loyal
9,16,64036.8,good,high,high,VIP
56,1,161.0,medium,low,medium,At Risk
324,1,76.32000000000001,bad,low,low,Lost
653,2,9530.08,bad,low,high,Lost
7,24,7229.45,good,high,high,VIP
11,1,442.85,good,low,medium,At Risk
439,1,335.22,bad,low,medium,Lost
722,1,2.95,bad,low,low,Lost
3,17,65164.79,good,high,high,VIP
480,2,422.85999999999996,bad,low,medium,Lost
36,1,147.35,medium,low,medium,At Risk
15,20,5765.71,good,high,high,VIP
137,1,194.9,bad,low,medium,Lost
73,13,9961.93,medium,high,high,Loyal
4,5,1360.28,good,medium,high,VIP
154,5,771.5799999999999,bad,medium,high,Loyal
238,5,5988.83,bad,medium,high,Loyal
736,1,214.79999999999998,bad,low,medium,Lost
51,11,4877.3,medium,high,high,Loyal
30,4,1044.96,good,medium,high,Loyal
72,1,144.2,medium,low,medium,At Risk
3,33,12987.95,good,high,high,VIP
13,4,692.85,good,medium,high,Loyal
22,13,5834.59,good,high,high,VIP
3,16,7092.610000000001,good,high,high,VIP
273,7,1364.09,bad,high,high,Loyal
501,2,622.6700000000001,bad,low,high,Lost
19,5,1382.74,good,medium,high,VIP
143,1,90.0,bad,low,low,Lost
428,1,458.45,bad,low,medium,Lost
375,2,183.37,bad,low,medium,Lost
3,4,2780.15,good,medium,high,Loyal
405,3,362.42,bad,medium,medium,Loyal
732,1,436.18,bad,low,medium,Lost
83,1,419.58000000000004,medium,low,medium,At Risk
10,3,2740.43,good,medium,high,Loyal
7,4,1172.46,good,medium,high,Loyal
122,6,1900.0800000000002,bad,medium,high,Loyal
60,3,924.21,medium,medium,high,Loyal
1,9,2591.34,good,high,high,VIP
318,4,1882.67,bad,medium,high,Loyal
648,1,187.87,bad,low,medium,Lost
1,11,3586.0299999999997,good,high,high,VIP
129,4,911.14,bad,medium,high,Loyal
382,15,11123.35,bad,high,high,Loyal
1,24,9643.92,good,high,high,VIP
400,5,1570.81,bad,medium,high,Loyal
695,1,332.7,bad,low,medium,Lost
1,2,982.3800000000001,good,low,high,At Risk
45,4,1086.8,medium,medium,high,Loyal
3,2,935.05,good,low,high,At Risk
2,4,915.13,good,medium,high,Loyal
372,2,983.15,bad,low,high,Lost
133,1,115.8,bad,low,medium,Lost
485,1,30.599999999999998,bad,low,low,Lost
46,7,7600.05,medium,high,high,Loyal
8,12,9450.3,good,high,high,VIP
77,9,2590.2,medium,high,high,Loyal
233,2,466.29,bad,low,medium,Lost
220,1,446.62,bad,low,medium,Lost
35,2,658.64,medium,low,high,At Risk
672,2,679.45,bad,low,high,Lost
74,7,1997.3400000000001,medium,high,high,Loyal
482,1,233.4,bad,low,medium,Lost
238,8,6460.7,bad,high,high,Loyal
265,1,118.75,bad,low,medium,Lost
9,156,313946.37,good,high,high,VIP
19,5,1002.78,good,medium,high,VIP
39,1,507.66,medium,low,high,At Risk
19,20,7938.01,good,high,high,VIP
609,7,8421.47,bad,high,high,Loyal
215,7,3318.88,bad,high,high,Loyal
173,2,289.36,bad,low,medium,Lost
86,5,2594.62,medium,medium,high,Loyal
70,2,1631.77,medium,low,high,At Risk
275,1,122.53999999999999,bad,low,medium,Lost
504,2,256.85,bad,low,medium,Lost
38,8,1296.49,medium,high,high,Loyal
420,2,370.45,bad,low,medium,Lost
430,2,624.4300000000001,bad,low,high,Lost
374,3,597.33,bad,medium,high,Loyal
97,2,498.79,bad,low,medium,Lost
604,3,402.72,bad,medium,medium,Loyal
10,6,586.0,good,medium,high,VIP
32,1,134.46,medium,low,medium,At Risk
59,8,7678.88,medium,high,high,Loyal
296,5,916.01,bad,medium,high,Loyal
85,13,2229.34,medium,high,high,Loyal
8,7,1620.93,good,high,high,VIP
40,2,719.78,medium,low,high,At Risk
10,33,6319.25,good,high,high,VIP
410,2,310.55,bad,low,medium,Lost
443,4,678.77,bad,medium,high,Loyal
410,2,286.29,bad,low,medium,Lost
66,1,452.89,medium,low,medium,At Risk
330,1,197.65,bad,low,medium,Lost
426,5,1550.63,bad,medium,high,Loyal
473,1,123.5,bad,low,medium,Lost
30,6,2054.36,good,medium,high,VIP
1,16,5814.39,good,high,high,VIP
665,1,79.9,bad,low,low,Lost
1,15,4817.66,good,high,high,VIP
387,1,293.74,bad,low,medium,Lost
67,3,1210.19,medium,medium,high,Loyal
4,36,18670.59,good,high,high,VIP
201,6,2615.6,bad,medium,high,Loyal
106,1,335.52,bad,low,medium,Lost
410,1,390.05,bad,low,medium,Lost
17,9,1569.73,good,high,high,VIP
217,4,1091.7,bad,medium,high,Loyal
616,1,379.2,bad,low,medium,Lost
59,10,1193.54,medium,high,high,Loyal
380,3,847.76,bad,medium,high,Loyal
396,1,339.34,bad,low,medium,Lost
1,4,1062.96,good,medium,high,Loyal
16,9,2414.2,good,high,high,VIP
238,3,1185.01,bad,medium,high,Loyal
687,1,157.8,bad,low,medium,Lost
94,2,567.05,bad,low,high,Lost
10,15,4993.27,good,high,high,VIP
105,16,5861.52,bad,high,high,Loyal
52,18,4402.29,medium,high,high,Loyal
89,2,2190.14,medium,low,high,At Risk
404,1,1192.2,bad,low,high,Lost
30,5,1004.38,good,medium,high,VIP
11,9,3416.33,good,high,high,VIP
2,5,2150.04,good,medium,high,VIP
1,23,3416.89,good,high,high,VIP
42,1,169.48000000000002,medium,low,medium,At Risk
3,3,633.83,good,medium,high,Loyal
246,4,1515.0,bad,medium,high,Loyal
41,17,6517.49,medium,high,high,Loyal
176,1,683.17,bad,low,high,Lost
91,3,991.13,bad,medium,high,Loyal
109,9,1897.9,bad,high,high,Loyal
434,4,2037.02,bad,medium,high,Loyal
28,6,3002.53,good,medium,high,VIP
25,15,6368.71,good,high,high,VIP
437,3,745.5,bad,medium,high,Loyal
51,7,2594.04,medium,high,high,Loyal
435,3,979.8000000000001,bad,medium,high,Loyal
183,4,1235.6200000000001,bad,medium,high,Loyal
42,5,2048.07,medium,medium,high,Loyal
48,7,2904.27,medium,high,high,Loyal
21,4,775.46,good,medium,high,Loyal
74,9,4717.99,medium,high,high,Loyal
80,5,1744.64,medium,medium,high,Loyal
372,2,632.14,bad,low,high,Lost
325,3,434.23,bad,medium,medium,Loyal
42,21,4263.17,medium,high,high,Loyal
29,3,1247.49,good,medium,high,Loyal
183,2,333.70000000000005,bad,low,medium,Lost
234,2,280.55,bad,low,medium,Lost
8,17,7431.05,good,high,high,VIP
660,1,366.41999999999996,bad,low,medium,Lost
219,2,1693.45,bad,low,high,Lost
110,3,1474.06,bad,medium,high,Loyal
277,5,772.66,bad,medium,high,Loyal
317,3,1032.95,bad,medium,high,Loyal
410,12,5625.461,bad,high,high,Loyal
6,3,1904.05,good,medium,high,Loyal
1,5,2879.7000000000003,good,medium,high,VIP
380,1,350.99,bad,low,medium,Lost
492,2,363.40000000000003,bad,low,medium,Lost
432,1,601.03,bad,low,high,Lost
545,1,1000.63,bad,low,high,Lost
259,5,2473.9900000000002,bad,medium,high,Loyal
63,9,5954.45,medium,high,high,Loyal
8,25,32051.34,good,high,high,VIP
141,1,120.0,bad,low,medium,Lost
470,3,824.28,bad,medium,high,Loyal
50,2,1163.45,medium,low,high,At Risk
7,8,2618.23,good,high,high,VIP
422,1,322.93,bad,low,medium,Lost
154,6,1517.3600000000001,bad,medium,high,Loyal
108,4,1373.35,bad,medium,high,Loyal
427,1,40.56,bad,low,low,Lost
162,3,1516.24,bad,medium,high,Loyal
470,1,354.85,bad,low,medium,Lost
438,1,295.73,bad,low,medium,Lost
331,1,492.65000000000003,bad,low,medium,Lost
225,2,219.13,bad,low,medium,Lost
73,4,920.81,medium,medium,high,Loyal
50,4,559.97,medium,medium,high,Loyal
685,1,256.6,bad,low,medium,Lost
395,6,1189.3799999999999,bad,medium,high,Loyal
98,7,2102.68,bad,high,high,Loyal
14,9,17225.81,good,high,high,VIP
409,1,205.83,bad,low,medium,Lost
520,2,191.86,bad,low,medium,Lost
196,1,134.04,bad,low,medium,Lost
407,1,245.15,bad,low,medium,Lost
2,25,7849.66,good,high,high,VIP
462,4,628.4399999999999,bad,medium,high,Loyal
30,3,1299.65,good,medium,high,Loyal
20,8,3284.42,good,high,high,VIP
23,7,8479.76,good,high,high,VIP
7,3,176.63,good,medium,medium,Loyal
212,1,426.6,bad,low,medium,Lost
8,6,911.26,good,medium,high,VIP
10,8,4516.56,good,high,high,VIP
1,23,7904.1,good,high,high,VIP
7,16,9226.25,good,high,high,VIP
2,9,3267.9300000000003,good,high,high,VIP
406,1,375.34,bad,low,medium,Lost
39,5,2362.91,medium,medium,high,Loyal
420,2,456.40000000000003,bad,low,medium,Lost
17,4,1305.33,good,medium,high,Loyal
7,82,91194.49,good,high,high,VIP
7,27,14499.49,good,high,high,VIP
18,1,43.2,good,low,low,At Risk
116,4,1992.18,bad,medium,high,Loyal
430,3,742.9000000000001,bad,medium,high,Loyal
406,2,277.94,bad,low,medium,Lost
222,3,1725.01,bad,medium,high,Loyal
70,3,1858.96,medium,medium,high,Loyal
50,6,3151.4,medium,medium,high,Loyal
88,10,5071.03,medium,high,high,Loyal
548,2,1147.02,bad,low,high,Lost
7,11,3780.81,good,high,high,VIP
432,1,492.1,bad,low,medium,Lost
242,2,516.45,bad,low,high,Lost
46,11,3090.29,medium,high,high,Loyal
106,2,229.8,bad,low,medium,Lost
44,8,3197.82,medium,high,high,Loyal
421,5,1370.34,bad,medium,high,Loyal
64,1,508.58000000000004,medium,low,high,At Risk
459,1,158.02,bad,low,medium,Lost
423,1,494.85,bad,low,medium,Lost
206,5,1346.75,bad,medium,high,Loyal
10,7,2218.06,good,high,high,VIP
428,4,474.1,bad,medium,medium,Loyal
114,2,605.0600000000001,bad,low,high,Lost
409,2,701.61,bad,low,high,Lost
569,1,245.48000000000002,bad,low,medium,Lost
241,3,940.98,bad,medium,high,Loyal
162,6,1894.93,bad,medium,high,Loyal
437,1,445.05,bad,low,medium,Lost
16,15,9927.22,good,high,high,VIP
623,1,200.63,bad,low,medium,Lost
123,2,462.65999999999997,bad,low,medium,Lost
