Invoice,revenue
501385,355.21
501386,985.44
501387,235.6
501403,46.8
501420,83.52
501422,152.54999999999998
501423,146.95
501425,277.13
501426,424.74
501427,153.1
501430,389.4
501431,143.85999999999999
501432,102.0
501434,754.26
501437,73.45
501438,547.3199999999999
501439,112.8
501440,1442.57
501442,517.95
501443,165.63
501444,1842.88
501445,706.2
501446,344.78000000000003
501447,303.98
501449,454.73
501461,115.03
501463,123.60000000000001
501464,205.56
501469,224.1
501470,234.59
501471,305.41
501472,271.32
501473,4607.3
501474,382.79
501476,266.73
501477,389.26000000000005
501478,278.45
501479,300.6
501480,864.0
501482,422.09
501483,1448.64
501484,331.32
501485,975.0
501505,304.09000000000003
501507,110.95
501508,431.39
501509,155.64000000000001
501515,298.44
501523,818.29
501524,470.72
501525,427.20000000000005
501526,537.9200000000001
501528,746.9399999999999
501529,209.88
501530,1607.04
501531,152.16
501532,137.11
501533,320.12
501534,6866.3
501535,162.15
501537,328.35
501539,180.16
501540,236.02
501541,1225.2
501542,308.0
501543,39.12
501544,292.93
501545,2917.7599999999998
501546,114.69
501547,169.45
501548,1466.31
501550,1189.01
501552,381.95
501553,177.44
501556,1050.56
501557,156.51999999999998
501563,156.2
501564,197.38
501565,140.16
501566,204.2
501567,45.6
501568,425.64000000000004
501569,1328.04
501570,459.86
501571,222.95999999999998
501572,407.91
501573,595.1
501574,724.89
501575,1321.55
501576,153.94
501578,1922.1000000000001
501611,1835.0
501612,120.64999999999999
501613,219.79999999999998
501614,3137.85
501616,140.20000000000002
501617,228.9
501618,296.42
501619,525.9000000000001
501620,241.05
501621,571.62
501622,99.0
501623,452.82000000000005
501624,319.03000000000003
501625,248.65
501626,57.82
501627,91.8
501628,782.56
501629,96.23
501637,102.0
501638,1048.08
501639,120.6
501640,656.25
501641,353.49
501645,627.74
501646,199.12
501647,210.0
501648,76.32000000000001
501649,24.05
501650,360.26
501651,110.26
501652,281.03000000000003
501653,347.15
501654,47.93
501656,185.23
501657,292.66
501658,146.14000000000001
501660,328.03000000000003
501661,312.97
501662,250.47
501663,1155.48
501664,618.36
501665,327.19
501666,136.10000000000002
501667,906.82
501669,406.70000000000005
501670,263.5
501671,305.55
501672,323.93
501673,187.64000000000001
501674,155.05
501675,186.0
501676,325.35
501677,560.98
501679,120.32
501681,266.9
501682,330.29
501685,4580.0
501687,583.1
501688,286.22
501689,190.67000000000002
501691,663.6
501693,222.93
501694,138.54
501695,285.0
501696,66.0
501697,94.9
501699,162.14
501700,283.0
501701,176.51999999999998
501705,448.42
501706,174.6
501707,8.5
501708,116.85
501709,497.9
501710,453.17
501711,327.44
501712,161.6
501713,1048.76
501714,698.45
501715,959.7
501716,419.55
501717,405.53000000000003
501718,177.3
501719,355.8
501729,1248.48
501730,275.35
501731,291.45
501732,704.58
501766,6958.17
501767,728.37
501768,6958.17
501770,318.06
501776,306.97
501785,138.49
501789,653.01
501790,1263.36
501791,414.5
501792,313.4
501793,421.31
501795,248.8
501800,595.8000000000001
501805,376.44
501806,593.84
501807,494.99
501808,149.56
501810,1055.51
501811,169.8
501812,308.96
501813,343.94
501815,149.15
501816,154.21
501818,117.1
501819,322.69
501822,385.38
501824,150.34
501825,409.44000000000005
501828,606.45
501830,318.0
501831,198.57999999999998
501836,824.4
501845,604.65
501846,17.6
501847,361.04
501848,377.87
501849,215.55
501850,144.35000000000002
501852,324.89
501853,219.8
501854,107.34
501855,329.38
501856,17.0
501858,418.15000000000003
501859,280.0
501860,746.98
501862,268.83
501863,359.08
501864,161.4
501866,280.2
501867,258.75
501868,496.85
501869,320.0
501870,411.42
501871,658.0
501872,18.41
501874,2613.62
501875,226.60000000000002
501876,150.64
501877,549.99
501879,224.81
501880,215.44
501881,294.59999999999997
501882,101.75
501883,262.31
501884,111.35000000000001
501885,86.25
501886,194.22
501887,181.66
501888,321.34000000000003
501889,552.38
501890,198.85
501891,113.25
501892,167.65
501893,254.64000000000001
501894,181.8
501895,143.48000000000002
501896,477.28
501897,758.74
501898,220.0
501899,1089.98
501900,127.88
501902,381.0
501903,372.74
501904,917.6999999999999
501906,1073.75
501907,872.9399999999999
501908,17.4
501909,314.1
501910,253.57999999999998
501911,223.91000000000003
501912,415.92
501913,343.12
501916,142.95
501917,535.53
501918,2545.44
501919,391.5
501920,371.5
501921,353.4
501922,1021.37
501923,151.45
501925,988.0400000000001
501926,851.96
501927,437.96999999999997
501928,186.9
501929,95.39999999999999
501930,782.4499999999999
501931,0.95
501938,1183.8
501944,218.34
501945,120.9
501947,107.70000000000002
501959,133.6
501960,546.03
501996,139.2
502028,310.98
502035,318.8
502036,301.5
502037,298.4
502038,623.6899999999999
502039,34.8
502053,388.6
502055,1523.77
502056,471.15999999999997
502057,49.3
502058,233.55
502059,370.75
502060,630.72
502063,301.14
502064,60.0
502069,222.06
502080,195.35
502082,310.8
502087,388.48
502089,511.22999999999996
502091,114.5
502093,266.08
502094,628.0799999999999
502096,225.74
502097,313.38
502098,345.6
502099,473.98
502100,300.38
502101,372.94
502102,284.03999999999996
502104,198.9
502105,163.41
502106,490.84000000000003
502107,227.01999999999998
502108,238.5
502109,105.66
502110,301.86
502111,777.91
502112,9.899999999999999
502113,512.48
502118,1327.98
502138,10.14
502169,487.79999999999995
502189,129.82999999999998
502192,869.27
502219,81.6
502228,190.78
502229,531.4200000000001
502230,229.47
502232,330.38
502233,255.02
502234,677.38
502235,260.75
502236,312.45
502237,257.34000000000003
502238,309.8
502239,190.5
502240,426.27
502241,122.17999999999999
502242,149.3
502244,364.31
502245,1017.43
502246,71.4
502247,359.27
502249,298.74
502251,496.66
502252,156.9
502255,390.6
502256,377.4
502257,597.3
502258,111.95
502259,156.6
502260,291.5
502261,63.0
502263,10953.5
502266,241.89999999999998
502267,1900.0
502268,117.05000000000001
502269,10000.0
502272,355.62
502273,159.5
502274,10.05
502275,34.8
502278,395.23
502279,27.4
502280,289.45
502281,174.02
502286,220.6
502287,15.9
502288,412.88
502293,388.55
502300,2509.8999999999996
502301,877.1800000000001
502303,301.5
502313,446.21
502314,762.6800000000001
502315,30.599999999999998
502316,79.2
502317,571.0500000000001
502318,313.49
502319,309.35
502320,334.08
502322,38.35
502323,349.75000000000006
502326,1885.3700000000001
502327,346.9
502328,230.01000000000002
502331,40.0
502333,2300.4
502334,36.8
502336,187.95
502337,300.8
502347,310.2
502363,120.29
502375,243.29
502393,1020.48
502396,560.94
502399,302.86
502404,306.96
502418,119.0
502419,443.21
502420,293.5
502421,34.5
502422,519.3000000000001
502423,1083.05
502424,330.15
502425,59.5
502426,568.94
502427,363.51
502429,1201.52
502430,327.93
502432,102.0
502433,132.64
502436,169.21
502439,42.900000000000006
502440,45.0
502441,379.04
502443,8.5
502444,275.35
502445,5.05
502446,110.03
502448,193.22
502449,354.79
502450,386.53000000000003
502455,782.56
502456,91.8
502462,101.30000000000001
502463,169.33
502464,26.55
502465,81.0
502466,173.06
502467,391.59
502468,342.36
502484,123.37
502485,282.05
502487,85.65
502488,392.94
502489,59.8
502490,520.92
502491,828.8
502492,529.62
502493,141.06
502494,463.35
502495,161.5
502496,241.20000000000002
502498,134.2
502499,1009.6700000000001
502500,213.75
502501,316.58
502509,328.3
502523,205.23
502525,2779.34
502528,322.6
502532,2640.0
502534,578.63
502535,937.54
502565,509.65
502567,139.32
502568,70.6
502569,283.36
502570,220.32000000000002
502583,331.5
502584,309.3
502586,577.24
502588,867.04
502590,342.0
502591,201.85
502592,62.95
502594,205.91
502595,736.1
502596,336.04
502597,360.95
502598,766.52
502599,132.8
502602,241.38
502604,141.29999999999998
502605,726.32
502606,260.5
502607,325.15000000000003
502608,503.97
502609,344.3
502610,1103.85
502611,251.78
502613,885.14
502614,69.6
502615,340.3
502616,209.3
502617,525.34
502618,227.52
502620,172.35
502623,86.22
502624,243.03
502628,531.97
502632,133.85
502633,429.90000000000003
502636,381.36
502637,545.98
502638,357.91
502643,41.85
502648,935.36
502653,312.46000000000004
502659,82.2
502660,112.24
502661,250.45
502662,119.84
502663,146.67999999999998
502664,209.93
502665,46.2
502667,17.91
502668,0.84
502669,724.25
502670,200.63
502671,403.28000000000003
502672,19.8
502673,833.2
502674,272.95
502675,174.2
502677,352.77
502692,1708.1999999999998
502716,914.17
502721,383.75
502723,870.0
502724,286.58
502725,307.98
502728,299.75
502730,20.4
502733,280.6
502734,485.52000000000004
502735,146.67999999999998
502736,14.849999999999998
502738,131.68
502739,409.2
502740,303.55
502743,175.5
502745,81.4
502747,798.5500000000001
502748,465.51
502749,187.14000000000001
502751,102.53999999999999
502752,90.15
502753,194.8
502755,67.25
502756,501.36
502757,285.84000000000003
502758,4865.7
502759,3208.44
502760,816.0
502761,128.22
502762,219.39999999999998
502763,292.47
502764,2021.23
502765,84.37
502768,181.7
502771,2585.75
502772,120.0
502779,274.05
502781,45.6
502784,780.92
502785,181.58
502792,205.35000000000002
502794,312.88
502795,132.88
502796,362.56
502798,162.4
502799,259.08
502810,155.32999999999998
502811,290.95
502812,226.29999999999998
502813,201.13000000000002
502814,397.54
502815,376.2
502816,299.0
502817,139.94
502818,112.23
502819,63.72
502820,941.42
502821,70.19999999999999
502822,118.0
502823,1290.28
502824,127.65
502825,463.62
502826,722.1700000000001
502827,439.62
502828,293.5
502829,392.59
502830,131.25
502831,30.0
502832,197.78
502833,924.5400000000001
502834,95.78
502835,382.2
502836,156.74
502837,307.25
502838,210.47
502839,1017.96
502840,334.87
502841,144.35
502842,153.55
502843,656.72
502844,1031.3700000000001
502845,351.69
502846,153.54999999999998
502847,379.04
502848,742.41
502850,28.9
502851,253.45
502852,213.15
502853,826.87
502854,190.53
502855,292.44
502856,364.47
502857,309.99
502858,250.26
502859,309.3
502860,106.96000000000001
502861,256.83
502862,359.46000000000004
502863,1162.95
502864,415.71000000000004
502865,271.05
502866,186.23
502867,284.64
502868,181.89
502869,523.53
502870,1406.43
502871,367.69
502873,381.0
502874,348.47
502875,243.0
502876,1110.0
502877,861.5999999999999
502880,574.1899999999999
502881,288.57
502882,890.4000000000001
502883,2121.36
502884,637.11
502885,197.79
502886,749.28
502887,7090.8
502888,1652.4
502889,461.76
502890,74.0
502891,173.67
502892,164.47
502893,401.65
502895,317.61
502896,325.84999999999997
502897,292.95
502898,270.95
502901,940.52
502902,315.4
502905,306.0
502906,1045.44
502908,1.45
502909,350.1
502911,228.67000000000002
502912,579.6
502913,415.14
502914,41.25
502915,265.14
502916,236.55
502917,147.3
502918,29.95
502919,359.44
502920,142.12
502921,52.84
502922,198.95000000000002
502923,1.25
502924,285.40999999999997
502925,238.07
502954,848.6800000000001
502968,728.39
502991,918.5
503024,499.51
503046,375.6
503048,437.9
503049,123.1
503058,313.70000000000005
503059,169.25
503060,487.34999999999997
503062,208.17
503063,308.85
503064,215.92
503065,138.7
503066,630.35
503067,1430.37
503068,239.08
503069,905.16
503070,369.3
503071,702.32
503072,146.9
503073,75.0
503074,494.48
503106,117.0
503116,68.25
503135,1065.12
503143,301.8
503144,323.71000000000004
503146,365.1
503147,26.75
503148,359.95
503149,142.28
503150,97.97
503151,2429.42
503152,316.56
503153,397.4
503154,90.39999999999999
503155,1104.94
503156,253.21
503157,275.21
503158,30.1
503159,362.77
503160,123.28
503162,167.4
503163,1652.22
503164,326.29
503165,1180.92
503167,92.16
503168,408.0
503169,227.95000000000002
503170,104.5
503171,374.18
503172,143.07
503174,308.7
503177,1.65
503178,673.28
503179,684.12
503180,412.49
503181,214.11
503183,1254.22
503184,299.2
503186,6051.45
503187,110.7
503188,43.5
503189,171.9
503190,99.0
503192,1038.35
503193,307.90000000000003
503194,750.0
503195,156.87
503197,306.75
503198,107.58
503204,328.67
503217,23.4
503220,132.52
503226,976.08
503230,128.3
503234,339.17
503235,397.39
503236,13.2
503237,258.45
503241,389.81
503242,476.84000000000003
503243,502.80000000000007
503244,169.69
503245,389.49
503246,433.53000000000003
503247,357.0
503248,282.0
503250,349.20000000000005
503251,342.65
503252,179.61
503253,187.99
503255,181.15
503256,305.76
503258,16.44
503259,390.69
503260,416.84999999999997
503265,472.89
503268,121.67999999999999
503277,118.8
503293,312.51
503295,572.3100000000001
503328,63.150000000000006
503329,212.65
503330,174.14000000000001
503331,342.37
503332,382.55
503333,393.62
503334,612.0
503335,308.61
503336,152.5
503337,337.78
503338,190.95
503339,117.53999999999999
503340,473.59
503341,560.14
503342,253.88
503343,169.8
503344,128.59
503345,227.19
503346,65.73
503347,22.15
503348,52.51
503349,1576.18
503350,421.45000000000005
503351,79.95
503352,1400.26
503353,1062.8400000000001
503354,215.3
503355,300.87
503356,617.06
503358,305.0
503359,17.4
503360,121.85
503361,318.98
503362,254.92000000000002
503363,150.3
503365,76.23
503379,110.3
503391,228.96000000000004
503394,299.34000000000003
503395,300.35
503397,1262.75
503398,356.23
503401,2174.84
503402,287.9
503427,545.48
503430,817.25
503431,324.6
503432,486.8
503433,389.95
503434,651.48
503435,571.76
503436,476.36
503437,266.93
503438,245.76
503439,627.8
503441,300.05
503442,202.2
503443,323.87
503444,632.28
503445,540.08
503447,700.47
503448,524.39
503449,126.5
503450,77.5
503452,315.69
503455,355.38
503461,326.65000000000003
503469,34.0
503470,391.8
503472,216.3
503479,119.39999999999999
503496,215.5
503497,15.0
503498,409.31
503499,396.06
503503,714.0
503507,360.76
503515,199.97
503516,162.1
503517,379.2
503531,222.11
503532,727.49
503533,304.8
503534,151.46
503535,303.39
503536,479.81
503537,207.95000000000002
503538,170.12
503539,266.85
503540,126.51
503541,363.56
503542,2831.66
503543,235.19
503545,313.1
503546,303.1
503547,864.8
503548,298.88
503550,285.6
503551,210.86
503568,300.66
503569,428.24
503570,128.51
503572,441.55
503573,232.92
503575,541.95
503579,449.19
503580,514.42
503584,20.97
503585,256.64
503586,374.2
503587,387.45
503588,217.92
503589,72.34
503590,452.48
503591,1505.89
503592,285.08
503593,178.2
503594,244.31
503595,104.5
503597,207.35999999999999
503598,296.8
503599,63.0
503600,216.0
503602,318.0
503603,721.8
503604,450.85
503605,204.0
503606,1275.6
503607,148.47
503608,412.58
503609,819.42
503611,589.52
503612,1008.0
503613,2.95
503614,477.08
503616,396.47
503666,283.78000000000003
503667,334.93
503668,321.45
503670,128.7
503671,300.2
503672,158.25
503673,321.05
503680,214.32999999999998
503683,89.25
503685,478.1
503692,165.38
503693,173.89000000000001
503694,228.0
503695,252.3
503697,269.7
503698,234.02
503702,129.22
503703,430.95
503704,502.05
503705,429.96
503706,105.18
503708,445.40000000000003
503709,261.1
503710,118.95
503711,47.5
503712,649.91
503713,252.51999999999998
503714,130.3
503716,263.13
503717,177.9
503718,480.7
503719,7.95
503720,332.37
503723,1076.46
503724,365.5
503725,214.20000000000002
503729,307.26
503730,359.83
503731,598.04
503732,166.84
503766,680.04
503772,366.19
503773,368.6
503774,362.39
503775,143.12
503776,33.0
503777,238.5
503778,312.5
503780,330.45
503782,789.75
503783,1015.48
503784,1187.9
503785,12.75
503786,132.8
503787,450.05
503790,1017.6
503791,142.8
503795,614.63
503796,74.6
503797,482.58
503798,318.09
503800,124.5
503801,418.25
503802,227.65
503804,823.4
503805,1154.4
503806,237.70000000000002
503807,3068.68
503808,785.26
503809,1117.64
503810,2213.2000000000003
503811,209.4
503812,135.55
503813,320.23
503814,1700.16
503815,166.23
503821,293.06
503822,13.919999999999998
503824,389.43
503825,132.3
503826,128.07999999999998
503827,405.0
503828,636.6
503829,444.6
503830,1.55
503831,1103.8
503832,360.6
503833,874.84
503834,1749.68
503835,874.84
503836,874.84
503837,294.52
503838,98.89999999999999
503839,88.5
503842,222.25
503844,418.1
503845,204.60000000000002
503846,442.5
503847,147.12
503848,187.35000000000002
503849,907.1
503850,1231.94
503851,816.0
503852,1383.6
503853,394.65999999999997
503854,247.5
503855,246.05
503856,453.03999999999996
503858,47.400000000000006
503859,1623.8
503860,396.2
503861,696.03
503863,167.25
503864,632.66
503867,537.58
503868,855.35
503869,1239.83
503870,138.29
503875,460.34
503877,206.66
503895,297.69
503901,196.07999999999998
503904,475.46
503905,21.6
503907,4614.18
503921,433.71999999999997
503922,404.58000000000004
503923,297.94000000000005
503924,540.16
503925,314.85
503926,240.57
503927,894.0
503928,26.25
503929,1444.05
503930,197.1
503932,142.34
503933,521.13
503934,141.08
503935,443.28000000000003
503936,1183.38
503937,414.72
503938,227.4
503939,33.0
503941,466.47
503942,304.33
503943,153.8
503944,387.43
503945,356.0
503946,123.6
503947,40.5
503948,35.7
503949,310.82
503950,123.87
503951,585.73
503953,17.65
503954,316.41
503955,3242.22
503956,521.54
503959,992.64
503960,15.0
503961,195.0
503962,172.39999999999998
503963,232.61999999999998
503964,303.90000000000003
503965,412.85
503966,33.260000000000005
503968,300.7
503969,247.5
503971,303.45
503972,196.54999999999998
503973,178.35
503975,381.98
503976,277.85
503977,168.04
503978,245.85
503979,708.76
503980,646.8
503981,373.01000000000005
503982,488.3
503984,216.0
503985,1888.31
503986,374.95
503987,933.8
503988,162.72
503989,534.19
503991,762.28
503994,101.36
503995,716.46
503997,225.6
504000,25.5
504001,254.99999999999997
504002,99.49
504020,613.0999999999999
504026,728.5
504064,162.75
504065,325.44
504082,368.39000000000004
504092,319.69
504093,70.3
504094,336.9
504097,392.62
504098,365.59000000000003
504099,322.0
504100,1326.3
504101,271.6
504102,50.8
504116,76.5
504117,298.44
504118,228.93
504119,375.27
504120,270.44
504121,158.28
504122,776.29
504123,168.9
504125,457.55
504126,326.95
504127,30.599999999999998
504128,175.38
504130,728.8
504131,312.2
504132,1262.88
504133,199.20000000000002
504134,111.9
504135,1057.3600000000001
504136,384.27000000000004
504137,1149.58
504138,177.6
504139,707.78
504140,856.23
504141,320.25
504142,177.98
504143,171.57999999999998
504144,116.65
504145,549.51
504146,2969.6
504147,684.96
504148,86.10000000000001
504149,164.92
504150,612.81
504151,292.34
504152,335.0
504153,115.78
504154,458.79
504155,525.12
504156,113.45
504157,351.96
504158,487.67
504159,50.13
504160,347.28
504161,764.64
504162,478.66
504163,635.5
504164,114.89
504165,1844.19
504166,2318.4
504176,9.87
504183,465.18
504184,151.4
504188,22.5
504189,107.78999999999999
504192,381.0
504193,306.0
504195,359.90000000000003
504196,303.63
504200,313.75
504203,739.2
504204,926.82
504206,337.17
504210,15.0
504212,455.8
504213,539.5500000000001
504214,539.5500000000001
504216,161.47
504217,1160.66
504232,886.1800000000001
504234,1704.72
504244,1770.44
504257,701.97
504266,503.85
504318,166.05
504320,302.3
504321,155.75000000000003
504323,122.2
504326,408.7
504327,222.17
504328,355.19
504329,92.39999999999999
504331,119.0
504332,2622.481
504333,305.18
504335,74.1
504336,2139.4
504337,468.06
504338,755.8199999999999
504339,38.7
504340,410.84000000000003
504341,226.7
504344,420.47
504351,334.8
504352,70.0
504355,4.25
504356,89.12
504372,315.85
504373,339.7
504375,547.6
504376,153.95999999999998
504386,662.88
504394,315.05
504404,6.75
504406,228.04999999999998
504407,265.78000000000003
504408,335.53000000000003
504409,1788.7
504410,216.0
504411,41.75999999999999
504412,747.09
504413,260.52
504414,253.7
504416,159.0
504418,304.6
504421,394.24
504426,695.96
504427,823.39
504430,260.52
504432,239.06
504433,120.50999999999999
504434,173.4
504435,215.34
504436,9325.28
504437,720.34
504438,150.0
504439,134.35
504440,591.98
504441,174.4
504444,182.42
504447,33.85
504449,454.36
504450,136.53
504451,1033.5
504452,291.33000000000004
504454,261.41
504458,324.51
504459,113.49
504462,924.1700000000001
504466,134.77
504467,25.05
504469,263.2
504470,235.2
504471,221.9
504472,236.39999999999998
504473,611.7
504474,147.85
504475,342.58
504477,347.42
504478,863.64
504479,77.55
504480,275.64
504481,250.53
504486,313.92
504487,128.21
504498,6631.2699999999995
504508,1545.38
504519,524.98
504532,713.13
504533,101.75999999999999
504535,152.64000000000001
504536,596.0600000000001
504542,2113.68
504546,13.65
504547,217.2
504548,364.68
504550,1954.99
504551,660.0
504552,595.55
504553,312.26
504554,127.62
504555,217.13
504556,627.18
504558,296.35
504559,369.24
504560,17.0
504569,582.19
504571,359.11
504572,705.49
504574,1167.8799999999999
504575,307.1
504576,560.8
504577,532.46
504578,521.46
504580,322.35
504581,122.58
504582,447.45000000000005
504583,15.0
504584,124.62
504585,379.62
504586,192.84
504587,1563.06
504588,508.55
504589,399.6
504591,357.09
504592,315.53999999999996
504593,540.5699999999999
504594,276.54
504618,427.19
504619,43.92
504620,149.0
504621,435.3
504622,183.45
504623,144.45
504624,471.02000000000004
504625,58.5
504626,523.08
504627,84.69
504628,5.75
504630,19.799999999999997
504631,315.5
504633,167.15
504634,236.64000000000001
504635,746.33
504636,301.65
504638,560.23
504640,638.52
504643,425.89
504644,526.14
504645,294.08
504646,618.55
504647,25.200000000000003
504649,251.47
504655,325.24
504668,495.85
504669,203.8
504673,294.68
504675,436.76
504677,84.9
504680,32.1
504682,218.23000000000002
504683,109.5
504686,94.8
504687,94.8
504688,94.8
504691,389.36
504692,735.64
504694,219.85999999999999
504695,356.93
504696,15.9
504697,284.59
504698,495.26
504699,254.4
504700,57.63
504701,324.4
504703,239.64
504704,247.91
504705,266.3
504707,279.6
504708,202.06
504709,114.48
504711,378.6
504712,841.62
504714,1125.44
504715,3720.24
504716,651.9100000000001
504717,400.48
504718,122.45
504730,1031.3
504741,191.67
504742,329.22
504766,1336.03
504775,341.78000000000003
504789,359.61
504807,254.0
504808,185.6
504810,311.76
504825,136.85
504826,354.24
504827,43.45
504828,59.5
504829,332.0
504830,382.64
504831,570.4
504832,363.12
504833,294.72
504834,334.3
504835,430.69
504836,752.28
504837,396.24
504838,595.54
504842,432.34999999999997
504844,17.55
504846,902.16
504847,577.26
504848,263.28
504850,127.20000000000002
504851,1354.3999999999999
504852,202.17000000000002
504853,488.18
504854,486.3
504855,520.83
504856,90.00999999999999
504857,938.63
504858,347.9
504859,354.33
504860,313.65
504861,382.68
504862,350.4
504863,114.17
504864,232.41
504865,174.61
504866,211.77
504867,494.40999999999997
504868,739.25
504869,43.8
504870,582.84
504871,642.75
504872,772.35
504873,441.35
504874,1503.45
504875,753.6500000000001
504876,260.95
504877,316.05
504878,551.42
504879,2142.4
504880,160.15
504881,326.16
504882,596.7
504883,239.1
504884,957.3199999999999
504885,115.2
504886,315.17
504887,326.16
504888,148.73
504889,4.9
504890,599.4399999999999
504891,130.07
504893,737.03
504894,271.8
504895,495.29999999999995
504896,218.46
504897,1.95
504898,374.91
504900,396.22
504901,163.41
504902,734.91
504903,115.49
504904,517.79
504905,216.2
504906,430.12
504907,430.12
504908,391.5
504909,881.48
504910,618.54
504911,321.15000000000003
504912,187.62
504913,754.5
504914,150.0
504915,764.38
504917,231.25
504920,1047.0
504922,130.2
504923,139.35
504926,215.86
504927,479.6
504929,175.0
504930,45.95
504932,102.0
504934,324.42
504937,228.96
504938,746.01
504950,115.05
504974,406.8
504978,180.3
505000,164.78
505001,304.46
505002,195.1
505004,1335.02
505005,127.75
505007,38.1
505008,579.75
505009,360.47
505011,237.02
505012,1108.95
505013,754.5
505014,484.25
505015,572.9
505017,285.42
505018,110.26
505019,1021.04
505020,522.2
505023,689.46
505024,216.54
505042,411.44
505044,11.6
505047,59.4
505051,863.2
505052,360.62
505056,989.63
505057,317.45000000000005
505058,354.06
505059,190.76
505061,590.35
505062,197.0
505063,30.15
505064,204.74999999999997
505066,800.98
505067,168.45
505068,412.32
505070,52.75
505075,434.26
505076,329.8
505077,967.72
505078,337.4
505079,60.9
505080,74.86
505081,115.17999999999999
505082,235.67000000000002
505083,414.77
505084,220.2
505085,291.4
505086,339.0
505087,434.26
505088,59.0
505089,1076.5
505090,300.92
505142,603.08
505143,153.9
505144,406.36
505146,907.44
505147,703.22
505148,64.35
505152,43.75
505153,124.71
505154,111.72000000000001
505157,88.45
505158,264.5
505159,271.19
505162,185.8
505163,119.84
505165,240.77
505166,120.15
505167,237.83
505168,588.98
505169,418.96
505170,581.15
505171,221.4
505172,645.5
505173,490.08000000000004
505174,225.1
505175,153.28
505176,736.88
505177,534.34
505178,356.04
505179,68.25
505180,55.5
505181,142.85
505182,114.09
505183,339.59000000000003
505184,376.11
505185,680.91
505186,369.71
505187,234.6
505188,294.37
505189,629.58
505196,225.07999999999998
505199,264.29
505200,402.68
505201,425.6
505204,15.0
505206,701.32
505209,693.5500000000001
505211,422.75
505212,299.25
505213,572.06
505227,874.84
505228,569.84
505229,874.84
505230,372.45
505232,280.72
505233,180.0
505235,1576.8
505236,1000.5
505237,151.20000000000002
505238,314.5
505239,757.95
505240,148.60000000000002
505287,557.04
505297,300.54
505313,149.1
505314,1112.06
505315,523.42
505316,291.55
505317,328.9
505328,182.77
505329,237.70000000000002
505330,241.2
505331,393.33
505332,345.62
505333,38.25
505335,3857.2
505336,317.45
505337,910.93
505338,15.299999999999999
505340,296.2
505341,245.26999999999998
505342,276.71
505343,317.83
505344,357.62
505345,93.71000000000001
505346,23.75
505347,438.47
505348,182.8
505349,208.19
505351,222.32
505352,30.0
505356,801.47
505357,302.0
505358,373.71
505360,253.73
505361,126.58
505362,183.3
505363,842.45
505364,280.41
505366,336.6
505367,305.33
505368,401.23
505372,51.0
505373,39.6
505374,159.2
505375,4.65
505376,609.92
505378,430.0
505379,371.4
505380,213.0
505381,581.85
505385,284.86
505389,10.2
505392,84.56
505393,45.0
505394,547.12
505396,3181.97
505397,679.35
505398,394.0
505399,37.8
505409,134.4
505443,301.26
505445,107.76
505447,540.2
505448,206.46
505450,3374.8
505452,576.63
505453,969.69
505456,343.2
505461,354.9
505462,1045.1
505463,344.8
505464,281.23
505465,384.36
505466,690.7
505468,186.35
505469,342.7
505472,27.5
505479,86.3
505481,45.9
505482,178.0
505491,181.5
505494,133.3
505495,308.46000000000004
505496,291.26
505497,386.2
505498,265.8
505499,297.98
505500,434.52
505501,325.43
505502,352.8
505503,386.24
505504,484.82
505506,107.66
505507,246.88
505508,972.54
505509,1085.0
505511,152.69
505512,8.75
505513,334.96
505514,438.65000000000003
505515,265.15000000000003
505516,503.21999999999997
505517,125.03
505518,157.3
505519,328.66
505520,317.5
505521,130.6
505522,371.85
505523,416.62
505525,887.4
505530,513.0
505532,17.0
505533,740.52
505534,1824.1
505535,6.8
505536,840.0
505537,529.5
505538,791.99
505540,495.0
505542,476.88
505547,748.0
505548,406.5
505549,294.74
505550,322.14
505551,336.45000000000005
505552,19.799999999999997
505553,199.19
505554,213.28
505555,211.15
505557,378.87
505558,457.32
505559,546.96
505560,63.0
505561,358.40000000000003
505563,179.54999999999998
505564,122.54
505565,295.61
505566,497.25
505567,335.7
505568,978.21
505569,163.1
505570,69.93
505571,422.68
505572,344.55
505573,276.86
505574,336.83
505575,82.2
505576,289.94
505577,325.45
505578,157.14000000000001
505579,364.59999999999997
505580,357.49
505581,119.84
505585,500.3
505588,158.09
505615,434.06
505616,325.15
505633,112.55
505634,320.91
505635,424.2
505636,386.40000000000003
505637,214.45
505639,179.52
505640,453.6
505641,128.41
505643,512.26
505644,122.6
505657,317.44
505669,281.0
505675,261.39
505676,167.0
505681,131.25
505682,457.37
505685,230.11
505688,180.15
505694,255.66
505695,252.27
505696,290.40000000000003
505697,325.5
505698,296.0
505699,329.17
505700,103.48
505701,183.9
505702,194.09
505703,328.48
505704,123.03
505705,122.93
505706,139.5
505707,1002.95
505708,166.28
505709,612.07
505710,645.1
505711,83.26
505712,564.57
505713,654.32
505714,304.52000000000004
505715,298.32
505716,360.85
505717,424.79
505718,167.35
505719,635.85
505720,190.97
505721,167.25
505723,521.33
505724,341.09999999999997
505725,403.01
505729,182.45000000000002
505730,483.15000000000003
505731,314.2
505732,657.21
505733,309.13
505734,421.26
505735,348.0
505736,289.25
505737,553.74
505738,327.22
505739,463.8
505740,391.67999999999995
505741,918.88
505742,324.44
505743,301.40999999999997
505744,2310.0
505745,2816.62
505746,525.0
505747,3256.64
505748,320.5
